name	electrode_name	type	units	sampling_frequency	stream_id	recording_mode
electrode_0	electrode_0	n/a	V	-1.0	data_00000_AD0,data_00001_AD0,data_00002_AD0,data_00003_AD0,data_00004_AD0,data_00005_AD0,data_00006_AD0,data_00007_AD0,data_00008_AD0,data_00009_AD0,data_00010_AD0,data_00011_AD0,data_00012_AD0,data_00013_AD0,data_00014_AD0,data_00015_AD0,data_00016_AD0,data_00017_AD0,data_00018_AD0,data_00019_AD0,data_00020_AD0,data_00021_AD0,data_00022_AD0,data_00023_AD0,data_00024_AD0,data_00025_AD0,data_00026_AD0,data_00027_AD0,data_00028_AD0,data_00029_AD0,data_00030_AD0,data_00031_AD0,data_00032_AD0,data_00033_AD0,data_00034_AD0,data_00035_AD0,data_00036_AD0,data_00037_AD0,data_00038_AD0,data_00039_AD0,data_00040_AD0,data_00041_AD0,data_00042_AD0,data_00043_AD0,data_00044_AD0,data_00045_AD0,data_00046_AD0,data_00047_AD0,data_00048_AD0,data_00049_AD0,data_00050_AD0,data_00051_AD0,data_00052_AD0,data_00053_AD0,data_00054_AD0,data_00055_AD0,data_00056_AD0,data_00057_AD0,data_00058_AD0,data_00059_AD0,data_00060_AD0,data_00061_AD0,data_00062_AD0,data_00063_AD0,data_00064_AD0,data_00065_AD0,data_00066_AD0,data_00067_AD0,data_00068_AD0,data_00069_AD0,data_00070_AD0,data_00071_AD0,data_00072_AD0,data_00073_AD0,data_00074_AD0,data_00075_AD0,data_00076_AD0,data_00077_AD0,data_00078_AD0,data_00079_AD0,data_00080_AD0,data_00081_AD0,data_00082_AD0,data_00083_AD0,data_00084_AD0,data_00085_AD0,data_00086_AD0,data_00087_AD0,data_00088_AD0,data_00089_AD0,data_00090_AD0,data_00091_AD0,data_00092_AD0,data_00093_AD0,data_00094_AD0,data_00095_AD0,data_00096_AD0,data_00097_AD0,data_00098_AD0,data_00099_AD0,data_00100_AD0	n/a
