session_id	original_session_id
ses-1468056056	ses-1468056056
ses-1468059341	ses-1468059341
ses-1468063274	ses-1468063274
ses-1468063334	ses-1468063334
ses-1468067579	ses-1468067579
ses-1468078931	ses-1468078931
ses-1468085837	ses-1468085837
ses-1468089247	ses-1468089247
ses-1468096547	ses-1468096547
ses-1468102703	ses-1468102703
ses-1468102778	ses-1468102778
ses-1468103806	ses-1468103806
ses-1468105343	ses-1468105343
ses-1468109893	ses-1468109893
ses-1468112705	ses-1468112705
ses-1468113162	ses-1468113162
ses-1468113229	ses-1468113229
ses-1469434049	ses-1469434049
ses-1469453725	ses-1469453725
ses-1469472476	ses-1469472476
ses-1469502518	ses-1469502518
ses-1469753701	ses-1469753701
ses-1469786416	ses-1469786416
ses-1470817246	ses-1470817246
ses-1470824219	ses-1470824219
ses-1470853381	ses-1470853381
